# Wordlist

# DATA
ID	DOCULECT	LANGUAGE_CORE	CONCEPT	TOKENS	FORM	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT	COGID
1478	Catuquina		old man	ʃ ɨ n i + r a	šɨni-ra	3 7 4 7 9 5 7	AXBZ_AX	SINI_RA	5	5.S.C 5.I.V 5.N.C 5.I.V 5._._ 5.R.C 5.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	ʃɨni+ra	0	8042 8043	ʃ ɨ n i - - - - + r a	5979
1976	ShipiboConibo		old man	j o s i	yosi	6 7 3 7	AXBZ	JUSI	18	18.J.C 18.U.V 18.S.C 18.I.V	2.0 1.5 1.75 0.8	josi	1	8042	j o s i - - - -	5978
2640	Yaminahua		old man	a n i + β o	ani-βo	7 4 7 9 3 7	XBZ_AX	ANI_BU	21	21.A.V 21.N.C 21.I.V 21._._ 21.B.C 21.U.V	1.5 1.75 0.8 0.0 2.0 1.5	ani+βo	0	8042 8046	- a n i - - - - + - β o	5994
4257	Capanahua		old man	j o s i β o	yosibo	6 7 3 7 3 7	AXBYBZ	JUSIBU	3	3.J.C 3.U.V 3.S.C 3.I.V 3.B.C 3.U.V	2.0 1.5 1.75 1.3 1.75 0.8	josiβo	0	8042	j o s i β - - o	5978
4815	Moseten		old man	i ʃ u + ts o ɲ	'išu 'c̷oɲ	7 3 7 9 2 7 4	XBZ_AXN	ISY_CUN	15	15.I.V 15.S.C 15.Y.V 15._._ 15.C.C 15.U.V 15.N.c	1.5 1.75 0.8 0.0 2.0 1.5 0.8	iʃu+tsoɲ	0	8042 8047	- - - i - - ʃ u + ts o ɲ	5988
4816	Movima		old man	ɓ i t o ʔ o	ɓitoʔo	1 7 1 7 1 7	AXBYBZ	PITUHU	16	16.P.C 16.I.V 16.T.C 16.U.V 16.H.C 16.U.V	2.0 1.5 1.75 1.3 1.75 0.8	ɓitoʔo	0	8048	ɓ i t o ʔ o	5989
5486	Matses		old man	ts u s i o	tsusio	2 7 3 7 7	AXBYZ	CYSIU	14	14.C.C 14.Y.V 14.S.C 14.I.V 14.U.V	2.0 1.5 1.75 1.3 0.8	tsusio	0	8042	ts u s i - - - o	5987
5981	Sharanahua		old man	a n i β o	anifo	7 4 7 3 7	XBYBZ	ANIBU	17	17.A.V 17.N.C 17.I.V 17.B.C 17.U.V	1.5 1.75 1.3 1.75 0.8	aniβo	0	8042	- a n i β o - -	5990
6583	Kakataibo		old man	ɲ ɯ s i	ñusi	4 7 3 7	AXBZ	NISI	12	12.N.C 12.I.V 12.S.C 12.I.V	2.0 1.5 1.75 0.8	ɲɯsi	0	8042	- - ɲ ɯ - - s i	5986
7014	Isconahua		old man	i w a	iwa	7 6 7	XBZ	IWA	11	11.I.V 11.W.C 11.A.V	1.5 1.75 0.8	iwa	0	8046	i w a	5985
7530	Chipaya		old man	tʃ a kʷ a	chakwa	1 7 1 7	AXBZ	TAKA	8	8.T.C 8.A.V 8.K.C 8.A.V	2.0 1.5 1.75 0.8	tʃakʷa	0	8044	tʃ a kʷ a	5982
8680	Tacana		old man	b a b a	baba	1 7 1 7	AXBZ	PAPA	19	19.P.C 19.A.V 19.P.C 19.A.V	2.0 1.5 1.75 0.8	baba	0	8048	b a b - - a	5992
8681	Tacana		old man	t a t a + e ð i	tata edhi	1 7 1 7 9 7 3 7	AXBZ_XBZ	TATA_EDI	19	19.T.C 19.A.V 19.T.C 19.A.V 19._._ 19.E.V 19.D.C 19.I.V	2.0 1.5 1.75 0.8 0.0 1.5 1.75 0.8	tata+eði	0	8044 8042	t a t a + - - - e - - ð i	5996
9163	Tsimane		old man	b a j e r a	bayera	1 7 6 7 5 7	AXBYBZ	PAJERA	20	20.P.C 20.A.V 20.J.C 20.E.V 20.R.C 20.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bajera	0	8048	b a j e r a	5993
10003	Chacobo		old man	ʃ i n a k o ʃ i + k a t o	shinacoshi cato	3 7 4 7 1 7 3 7 9 1 7 1 7	AXBYBYBZ_AXBZ	SINAKUSI_KATU	7	7.S.C 7.I.V 7.N.C 7.A.V 7.K.C 7.U.V 7.S.C 7.I.V 7._._ 7.K.C 7.A.V 7.T.C 7.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.75 0.8	ʃinakoʃi+kato	0	8042 8044	ʃ i n a k o ʃ i + k a t o	5981
10236	Araona		old man	e s i	esi	7 3 7	XBZ	ESI	2	2.E.V 2.S.C 2.I.V	1.5 1.75 0.8	esi	0	8042	- - - e - - s i	5977
10237	Araona		old man	p o i s a	poísa	1 7 7 3 7	AXYBZ	PUISA	2	2.P.C 2.U.V 2.I.V 2.S.C 2.A.V	2.0 1.5 1.3 1.75 0.8	poisa	0	8042	p o - i - - s a	5995
#
78	EseEjja		old woman	p o n a + t i i	e-pona-tii	1 7 4 7 9 1 7 7	AXBZ_AXZ	PUNA_TII	9	9.P.C 9.U.V 9.N.C 9.A.V 9._._ 9.T.C 9.I.V 9.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	pona+tii	0	8070 8072	p o n a + - - t i - i	6002
632	HuarayoEseEjja		old woman	e + p o n a + tʃ i i	e-pona-čii	7 9 1 7 4 7 9 1 7 7	X_AXBZ_AXZ	E_PUNA_TII	10	10.E.V 10._._ 10.P.C 10.U.V 10.N.C 10.A.V 10._._ 10.T.C 10.I.V 10.I.V	1.5 0.0 2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	e+pona+tʃii	0	8073 8070 8072	e + p o n a + - - tʃ i - i	6002
1479	Catuquina		old woman	j o ʃ a + β o	yoša-βo	6 7 3 7 9 3 7	AXBZ_AX	JUSA_BU	5	5.J.C 5.U.V 5.S.C 5.A.V 5._._ 5.B.C 5.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	joʃa+βo	0	8071 8070	j o ʃ - - a + - - β o	5999
1977	ShipiboConibo		old woman	j o + ʂ ã	yo-ṣ̌ã	6 7 9 3 7	AX_AX	JU_SA	18	18.J.C 18.U.V 18._._ 18.S.C 18.A.V	2.0 1.5 0.0 2.0 1.5	jo+ʂã	0	8075 8071	j o + - - ʂ ã - -	6010
1978	ShipiboConibo		old woman	ʂ a n o	ṣ̌ano	3 7 4 7	AXBZ	SANU	18	18.S.C 18.A.V 18.N.C 18.U.V	2.0 1.5 1.75 0.8	ʂano	0	8071	- - ʂ a n o	6014
2641	Yaminahua		old woman	j õ ʂ a + β o	yõṣ̌a-βo	6 7 3 7 9 3 7	AXBZ_AX	JUSA_BU	21	21.J.C 21.U.V 21.S.C 21.A.V 21._._ 21.B.C 21.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	jõʂa+βo	0	8071 8070	j õ ʂ - - a + - - β o	5999
4234	Capanahua		old woman	j o k a β o	yocabo	6 7 1 7 3 7	AXBYBZ	JUKABU	3	3.J.C 3.U.V 3.K.C 3.A.V 3.B.C 3.U.V	2.0 1.5 1.75 1.3 1.75 0.8	jokaβo	0	8071	j o k a β o	5998
4817	Moseten		old woman	i ʃ u + pʰ e ɲ	'išu pheɲ	7 3 7 9 1 7 4	XBZ_AXN	ISY_PEN	15	15.I.V 15.S.C 15.Y.V 15._._ 15.P.C 15.E.V 15.N.c	1.5 1.75 0.8 0.0 2.0 1.5 0.8	iʃu+pʰeɲ	0	8071 8070	- i ʃ - - u + pʰ e ɲ -	6007
4818	Movima		old woman	ɓ i t o ʔ o	ɓitoʔo	1 7 1 7 1 7	AXBYBZ	PITUHU	16	16.P.C 16.I.V 16.T.C 16.U.V 16.H.C 16.U.V	2.0 1.5 1.75 1.3 1.75 0.8	ɓitoʔo	1	8074	ɓ i t o ʔ o	6008
5487	Matses		old woman	m a tʂ o	maʈʂo	4 7 1 7	AXBZ	MATU	14	14.M.C 14.A.V 14.T.C 14.U.V	2.0 1.5 1.75 0.8	matʂo	0	8072	m a tʂ o - -	6006
6190	Sharanahua		old woman	j o ʂ a β o	yoshafo	6 7 3 7 3 7	AXBYBZ	JUSABU	17	17.J.C 17.U.V 17.S.C 17.A.V 17.B.C 17.U.V	2.0 1.5 1.75 1.3 1.75 0.8	joʂaβo	0	8071	j o ʂ a β o	5998
6584	Kakataibo		old woman	ɲ ɯ ʂ a n	ñuxan	4 7 3 7 4	AXBYN	NISAN	12	12.N.C 12.I.V 12.S.C 12.A.V 12.N.c	2.0 1.5 1.75 1.3 0.8	ɲɯʂan	0	8071	ɲ ɯ ʂ a n -	6005
7015	Isconahua		old woman	i w a	iwa	7 6 7	XBZ	IWA	11	11.I.V 11.W.C 11.A.V	1.5 1.75 0.8	iwa	1	8070	- i w a	6004
7529	Chipaya		old woman	tʃ a kʷ	chakw	1 7 1	AXN	TAK	8	8.T.C 8.A.V 8.K.c	2.0 1.5 0.8	tʃakʷ	0	8072	- - tʃ a kʷ -	6001
8674	Tacana		old woman	a n u	anu	7 4 7	XBZ	ANY	19	19.A.V 19.N.C 19.Y.V	1.5 1.75 0.8	anu	0	8070	- a n u	5997
9164	Tsimane		old woman	b a j e r a	bayera	1 7 6 7 5 7	AXBYBZ	PAJERA	20	20.P.C 20.A.V 20.J.C 20.E.V 20.R.C 20.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bajera	1	8074	b a j e r a	6012
10012	Chacobo		old woman	s i r i	siri	3 7 5 7	AXBZ	SIRI	7	7.S.C 7.I.V 7.R.C 7.I.V	2.0 1.5 1.75 0.8	siri	0	8071	- - s i r i	6000
10106	Araona		old woman	a n o	ano	7 4 7	XBZ	ANU	2	2.A.V 2.N.C 2.U.V	1.5 1.75 0.8	ano	0	8070	- a n o	5997
#
71	EseEjja		older brother	ɗ o e	e-ɗoe	1 7 7	AXZ	TUE	9	9.T.C 9.U.V 9.E.V	2.0 1.5 0.8	ɗoe	0	8096	ɗ o - e -	6022
72	EseEjja		older brother	n o n o	e-nono	4 7 4 7	AXBZ	NUNU	9	9.N.C 9.U.V 9.N.C 9.U.V	2.0 1.5 1.75 0.8	nono	0	8098	n o n o	6023
627	HuarayoEseEjja		older brother	n o n o	nono	4 7 4 7	AXBZ	NUNU	10	10.N.C 10.U.V 10.N.C 10.U.V	2.0 1.5 1.75 0.8	nono	0	8098	n o n o	6023
1032	Cashibo		older brother	β u tʃ i	βuči	3 7 1 7	AXBZ	BYTI	4	4.B.C 4.Y.V 4.T.C 4.I.V	2.0 1.5 1.75 0.8	βutʃi	0	8096	β u tʃ i -	6017
1474	Catuquina		older brother	h o ʂ i	hoṣ̌i	3 7 3 7	AXBZ	HUSI	5	5.H.C 5.U.V 5.S.C 5.I.V	2.0 1.5 1.75 0.8	hoʂi	0	8096	h o ʂ i -	6015
1973	ShipiboConibo		older brother	h o tʃ i	hoči	3 7 1 7	AXBZ	HUTI	18	18.H.C 18.U.V 18.T.C 18.I.V	2.0 1.5 1.75 0.8	hotʃi	0	8096	h o tʃ i -	6015
2636	Yaminahua		older brother	o tʃ i	oči	7 1 7	XBZ	UTI	21	21.U.V 21.T.C 21.I.V	1.5 1.75 0.8	otʃi	0	8096	- o tʃ i -	6015
3540	Amahuaca		older brother	x o tʃ í/i	jochí	3 7 1 7	AXBZ	GUTI	1	1.G.C 1.U.V 1.T.C 1.I.V	2.0 1.5 1.75 0.8	xotʃí/i	0	8096	x o tʃ í/i -	6015
4819	Moseten		older brother	w o x i + t + i s u	wo'xi-t-i'su	6 7 3 7 9 1 9 7 3 7	AXBZ_A_XBZ	WUGI_T_ISY	15	15.W.C 15.U.V 15.G.C 15.I.V 15._._ 15.T.C 15._._ 15.I.V 15.S.C 15.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 0.0 1.5 1.75 0.8	woxi+t+isu	0	8099 8100 8096	w o x i + t + - i s u -	6027
4820	Movima		older brother	a + k ai	a-kai	7 9 1 7	X_AX	A_KA	16	16.A.V 16._._ 16.K.C 16.A.V	1.5 0.0 2.0 1.5	a+kai	0	8101 8102	a + k ai	6028
5488	Matses		older brother	b u tʃ i	buchi	1 7 1 7	AXBZ	PYTI	14	14.P.C 14.Y.V 14.T.C 14.I.V	2.0 1.5 1.75 0.8	butʃi	0	8096	b u tʃ i -	6017
5982	Sharanahua		older brother	o tʃ i	ochi	7 1 7	XBZ	UTI	17	17.U.V 17.T.C 17.I.V	1.5 1.75 0.8	otʃi	0	8096	- o tʃ i -	6015
6585	Kakataibo		older brother	β̞ ɯ tʃ i	buchi	3 7 1 7	AXBZ	BITI	12	12.B.C 12.I.V 12.T.C 12.I.V	2.0 1.5 1.75 0.8	β̞ɯtʃi	0	8096	β̞ ɯ tʃ i -	6017
7016	Isconahua		older brother	o tʃ i	ochi	7 1 7	XBZ	UTI	11	11.U.V 11.T.C 11.I.V	1.5 1.75 0.8	otʃi	0	8096	- o tʃ i -	6015
7575	Chipaya		older brother	x i l a	hila	3 7 5 7	AXBZ	GILA	8	8.G.C 8.I.V 8.L.C 8.A.V	2.0 1.5 1.75 0.8	xila	0	8096	x i l a -	6021
8631	Cavinena		older brother	u h i	uji	7 3 7	XBZ	YHI	6	6.Y.V 6.H.C 6.I.V	1.5 1.75 0.8	uhi	0	8096	- u h i -	6019
8632	Cavinena		older brother	u s i	usi	7 3 7	XBZ	YSI	6	6.Y.V 6.S.C 6.I.V	1.5 1.75 0.8	usi	0	8096	- u s i -	6019
9063	Tacana		older brother	u s i	usi	7 3 7	XBZ	YSI	19	19.Y.V 19.S.C 19.I.V	1.5 1.75 0.8	usi	0	8096	- u s i -	6019
9631	Tsimane		older brother	ʋ o h i tʲ	vojity	6 7 3 7 1	AXBYN	WUHIT	20	20.W.C 20.U.V 20.H.C 20.I.V 20.T.c	2.0 1.5 1.75 1.3 0.8	ʋohitʲ	0	8096	ʋ o h i tʲ	6032
9793	Chacobo		older brother	w ɨ ts a	huëtsa	6 7 2 7	AXBZ	WICA	7	7.W.C 7.I.V 7.C.C 7.A.V	2.0 1.5 1.75 0.8	wɨtsa	0	8096	w ɨ ts a -	6020
10332	Araona		older brother	m a m a	mama	4 7 4 7	AXBZ	MAMA	2	2.M.C 2.A.V 2.M.C 2.A.V	2.0 1.5 1.75 0.8	mama	0	8097	m a m a	6016
#
74	EseEjja		older sister	x o ʔ i	xoʔi	3 7 1 7	AXBZ	GUHI	9	9.G.C 9.U.V 9.H.C 9.I.V	2.0 1.5 1.75 0.8	xoʔi	0	8122	x o ʔ i -	6040
75	EseEjja		older sister	ʃ e w i	šewi	3 7 6 7	AXBZ	SEWI	9	9.S.C 9.E.V 9.W.C 9.I.V	2.0 1.5 1.75 0.8	ʃewi	0	8122	ʃ e w i -	6054
629	HuarayoEseEjja		older sister	ʔ a ʔ i a + s e	'ʔaʔia-se	1 7 1 7 7 9 3 7	AXBYZ_AX	HAHIA_SE	10	10.H.C 10.A.V 10.H.C 10.I.V 10.A.V 10._._ 10.S.C 10.E.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5	ʔaʔia+se	0	8123 8122	ʔ a ʔ i a + - - s e -	6041
1033	Cashibo		older sister	r ɨ kʷ ɨ̃	rɨ'kʷɨ̃	5 7 1 7	AXBZ	RIKI	4	4.R.C 4.I.V 4.K.C 4.I.V	2.0 1.5 1.75 0.8	rɨkʷɨ̃	0	8121	- - r - - ɨ kʷ - - ɨ̃	6035
1476	Catuquina		older sister	ʂ i ʂ o	ṣ̌iṣ̌o	3 7 3 7	AXBZ	SISU	5	5.S.C 5.I.V 5.S.C 5.U.V	2.0 1.5 1.75 0.8	ʂiʂo	0	8122	ʂ i ʂ o -	6036
1975	ShipiboConibo		older sister	tʃ i p i	čipi	1 7 1 7	AXBZ	TIPI	18	18.T.C 18.I.V 18.P.C 18.I.V	2.0 1.5 1.75 0.8	tʃipi	0	8121	tʃ - - - - i p - - i	6047
2638	Yaminahua		older sister	tʃ i p i	čipi	1 7 1 7	AXBZ	TIPI	21	21.T.C 21.I.V 21.P.C 21.I.V	2.0 1.5 1.75 0.8	tʃipi	0	8121	tʃ - - - - i p - - i	6047
3538	Amahuaca		older sister	tʃ ó/o k a	chóca	1 7 1 7	AXBZ	TUKA	1	1.T.C 1.U.V 1.K.C 1.A.V	2.0 1.5 1.75 0.8	tʃó/oka	0	8121	tʃ - - - - ó/o k - - a	6033
3539	Amahuaca		older sister	p o w í/i	poví	1 7 6 7	AXBZ	PUWI	1	1.P.C 1.U.V 1.W.C 1.I.V	2.0 1.5 1.75 0.8	powí/i	0	8122	p o w í/i -	6052
4821	Moseten		older sister	w o x i + ʔ + i s u	wo'xi-ʔ-i'su	6 7 3 7 9 1 9 7 3 7	AXBZ_A_XBZ	WUGI_H_ISY	15	15.W.C 15.U.V 15.G.C 15.I.V 15._._ 15.H.C 15._._ 15.I.V 15.S.C 15.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 0.0 1.5 1.75 0.8	woxi+ʔ+isu	0	8121 8124 8122	- - w - - o x - - i + ʔ + - i s u -	6045
4822	Movima		older sister	a + k ai	a-kai	7 9 1 7	X_AX	A_KA	16	16.A.V 16._._ 16.K.C 16.A.V	1.5 0.0 2.0 1.5	a+kai	1	8125 8121	a + - - - - - - k - - ai	6046
5489	Matses		older sister	tʂ u tʂ u	ʈʂuʈʂu	1 7 1 7	AXBZ	TYTY	14	14.T.C 14.Y.V 14.T.C 14.Y.V	2.0 1.5 1.75 0.8	tʂutʂu	0	8121	tʂ - - - - u tʂ - - u	6034
5983	Sharanahua		older sister	tʃ i p i	chipi	1 7 1 7	AXBZ	TIPI	17	17.T.C 17.I.V 17.P.C 17.I.V	2.0 1.5 1.75 0.8	tʃipi	0	8121	tʃ - - - - i p - - i	6047
6586	Kakataibo		older sister	tʃ i ɾ a β̞ a k ɨ + ʔ a p a n	chirabakë 'apan	1 7 5 7 3 7 1 7 9 1 7 1 7 4	AXBYBYBZ_AXBYN	TIRABAKI_HAPAN	12	12.T.C 12.I.V 12.R.C 12.A.V 12.B.C 12.A.V 12.K.C 12.I.V 12._._ 12.H.C 12.A.V 12.P.C 12.A.V 12.N.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.75 1.3 0.8	tʃiɾaβ̞akɨ+ʔapan	0	8121 8122	tʃ i ɾ a β̞ a k - - ɨ + ʔ a p a n	6043
6587	Kakataibo		older sister	tʃ ɯ tʃ ɯ	chuchu	1 7 1 7	AXBZ	TITI	12	12.T.C 12.I.V 12.T.C 12.I.V	2.0 1.5 1.75 0.8	tʃɯtʃɯ	0	8121	tʃ - - - - ɯ tʃ - - ɯ	6034
7017	Isconahua		older sister	tʃ i tʃ o	chicho	1 7 1 7	AXBZ	TITU	11	11.T.C 11.I.V 11.T.C 11.U.V	2.0 1.5 1.75 0.8	tʃitʃo	0	8121	tʃ - - - - i tʃ - - o	6034
7393	Chipaya		older sister	x i l a	hila	3 7 5 7	AXBZ	GILA	8	8.G.C 8.I.V 8.L.C 8.A.V	2.0 1.5 1.75 0.8	xila	1	8122	x i l a -	6039
8540	Cavinena		older sister	n a h i	naji	4 7 3 7	AXBZ	NAHI	6	6.N.C 6.A.V 6.H.C 6.I.V	2.0 1.5 1.75 0.8	nahi	0	8122	n a h i -	6037
8541	Cavinena		older sister	n a s i	nasi	4 7 3 7	AXBZ	NASI	6	6.N.C 6.A.V 6.S.C 6.I.V	2.0 1.5 1.75 0.8	nasi	0	8122	n a s i -	6037
8770	Tacana		older sister	d u d u	dudu	1 7 1 7	AXBZ	TYTY	19	19.T.C 19.Y.V 19.T.C 19.Y.V	2.0 1.5 1.75 0.8	dudu	0	8121	d - - - - u d - - u	6034
9630	Tsimane		older sister	ʋ o h i ʔ	voji’	6 7 3 7 1	AXBYN	WUHIH	20	20.W.C 20.U.V 20.H.C 20.I.V 20.H.c	2.0 1.5 1.75 1.3 0.8	ʋohiʔ	0	8122	ʋ o h i ʔ	6050
9992	Chacobo		older sister	r ɨ k ɨ m ɨ	rëquëmë	5 7 1 7 4 7	AXBYBZ	RIKIMI	7	7.R.C 7.I.V 7.K.C 7.I.V 7.M.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	rɨkɨmɨ	0	8121	- - r - - ɨ k ɨ m ɨ	6035
10202	Araona		older sister	d o d o	dodo	1 7 1 7	AXBZ	TUTU	2	2.T.C 2.U.V 2.T.C 2.U.V	2.0 1.5 1.75 0.8	dodo	0	8121	d - - - - o d - - o	6034
#
434	EseEjja		one	o e	oe	7 7	XZ	UE	9	9.U.V 9.E.V	1.5 0.8	oe	0	8152	o - e	6063
894	HuarayoEseEjja		one	o w e	owe	7 6 7	XBZ	UWE	10	10.U.V 10.W.C 10.E.V	1.5 1.75 0.8	owe	0	8152	o w e	6063
1322	Cashibo		one	a tʃ u u ʃ i	'a'čuuši	7 1 7 7 3 7	XBYYBZ	ATYYSI	4	4.A.V 4.T.C 4.Y.V 4.Y.V 4.S.C 4.I.V	1.5 1.75 1.3 1.3 1.75 0.8	atʃuuʃi	0	8150	- a - - - tʃ u u ʃ i -	6058
1785	Catuquina		one	w ɨ s t i + s	wɨsti-s	6 7 3 1 7 9 3	AXMBZ_A	WISTI_S	5	5.W.C 5.I.V 5.S.c 5.T.C 5.I.V 5._._ 5.S.C	2.0 1.5 1.1 1.75 0.8 0.0 2.0	wɨsti+s	0	8150 8151	w ɨ s - - t i - - - - + s -	6057
2390	ShipiboConibo		one	w ɨ s t i o r a	wɨstiora	6 7 3 1 7 7 5 7	AXMBYYBZ	WISTIURA	18	18.W.C 18.I.V 18.S.c 18.T.C 18.I.V 18.U.V 18.R.C 18.A.V	2.0 1.5 1.1 1.75 1.3 1.3 1.75 0.8	wɨstiora	0	8150	w ɨ s - - t i o r a -	6057
2391	ShipiboConibo		one	h a β i tʃ o	haβičo	3 7 3 7 1 7	AXBYBZ	HABITU	18	18.H.C 18.A.V 18.B.C 18.I.V 18.T.C 18.U.V	2.0 1.5 1.75 1.3 1.75 0.8	haβitʃo	0	8150	h a β i - tʃ o - - - -	6075
2981	Yaminahua		one	β i s t i	βisti	3 7 3 1 7	AXMBZ	BISTI	21	21.B.C 21.I.V 21.S.c 21.T.C 21.I.V	2.0 1.5 1.1 1.75 0.8	βisti	0	8150	β i s - - t i - - - -	6057
3475	Amahuaca		one	t í/i í/i	tíí	1 7 7	AXZ	TII	1	1.T.C 1.I.V 1.I.V	2.0 1.5 0.8	tí/ií/i	0	8150	- - - - - t - í/i - í/i -	6055
3776	Capanahua		one	w ɨ s t i	huestí	6 7 3 1 7	AXMBZ	WISTI	3	3.W.C 3.I.V 3.S.c 3.T.C 3.I.V	2.0 1.5 1.1 1.75 0.8	wɨsti	0	8150	w ɨ s - - t i - - - -	6057
5490	Matses		one	a b ɛ n ts ɨ k	abentsëc	7 1 7 4 2 7 1	XBYMBYN	APENCIK	14	14.A.V 14.P.C 14.E.V 14.N.c 14.C.C 14.I.V 14.K.c	1.5 1.75 1.3 1.1 1.75 1.3 0.8	abɛntsɨk	0	8150	- a b ɛ n ts ɨ - - - k	6068
5984	Sharanahua		one	f u s t i	fusti	3 7 3 1 7	AXMBZ	BYSTI	17	17.B.C 17.Y.V 17.S.c 17.T.C 17.I.V	2.0 1.5 1.1 1.75 0.8	fusti	0	8150	f u s - - t i - - - -	6057
6588	Kakataibo		one	a tʃ ɯ ʃ i	achushi	7 1 7 3 7	XBYBZ	ATISI	12	12.A.V 12.T.C 12.I.V 12.S.C 12.I.V	1.5 1.75 1.3 1.75 0.8	atʃɯʃi	0	8150	- a - - - tʃ - ɯ ʃ i -	6058
7018	Isconahua		one	w i s t ɨ w a n	wistewan	6 7 3 1 7 6 7 4	AXMBYBYN	WISTIWAN	11	11.W.C 11.I.V 11.S.c 11.T.C 11.I.V 11.W.C 11.A.V 11.N.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	wistɨwan	0	8150	w i s - - t ɨ - w a n	6057
7456	Chipaya		one	tsʰ iː	tshii	2 7	AX	CI	8	8.C.C 8.I.V	2.0 1.5	tsʰiː	0	8151	tsʰ iː	6062
7457	Chipaya		one	z i n t a	zinta	3 7 4 1 7	AXMBZ	SINTA	8	8.S.C 8.I.V 8.N.c 8.T.C 8.A.V	2.0 1.5 1.1 1.75 0.8	zinta	0	8150	- - z i n t a - - - -	6074
8557	Cavinena		one	p e a dʲ a	peadya	1 7 7 1 7	AXYBZ	PEATA	6	6.P.C 6.E.V 6.A.V 6.T.C 6.A.V	2.0 1.5 1.3 1.75 0.8	peadʲa	0	8150	p e - a - dʲ a - - - -	6056
8970	Tacana		one	p i a d a	piada	1 7 7 1 7	AXYBZ	PIATA	19	19.P.C 19.I.V 19.A.V 19.T.C 19.A.V	2.0 1.5 1.3 1.75 0.8	piada	0	8150	p i - a - d a - - - -	6056
9643	Tsimane		one	j i r i tʲ	yirity	6 7 5 7 1	AXBYN	JIRIT	20	20.J.C 20.I.V 20.R.C 20.I.V 20.T.c	2.0 1.5 1.75 1.3 0.8	jiritʲ	0	8153	j i r i tʲ	6072
9792	Chacobo		one	w ɨ s t i	huësti	6 7 3 1 7	AXMBZ	WISTI	7	7.W.C 7.I.V 7.S.c 7.T.C 7.I.V	2.0 1.5 1.1 1.75 0.8	wɨsti	0	8150	w ɨ s - - t i - - - -	6057
10152	Araona		one	b e t a	beta	1 7 1 7	AXBZ	PETA	2	2.P.C 2.E.V 2.T.C 2.A.V	2.0 1.5 1.75 0.8	beta	0	8150	b e - - - t a - - - -	6056
10503	Kaxarari		one	w ɨ s p i	wɨspi	6 7 3 1 7	AXMBZ	WISPI	13	13.W.C 13.I.V 13.S.c 13.P.C 13.I.V	2.0 1.5 1.1 1.75 0.8	wɨspi	0	8150	w ɨ s - - p i - - - -	6057
#
445	EseEjja		only	m e e	mee	4 7 7	AXZ	MEE	9	9.M.C 9.E.V 9.E.V	2.0 1.5 0.8	mee	0	8176	- - m e - e	6084
446	EseEjja		only	o e	oe	7 7	XZ	UE	9	9.U.V 9.E.V	1.5 0.8	oe	1	8177	o e	6096
1330	Cashibo		only	k u n i	kuni	1 7 4 7	AXBZ	KYNI	4	4.K.C 4.Y.V 4.N.C 4.I.V	2.0 1.5 1.75 0.8	kuni	0	8175	k - - - u n i	6079
1794	Catuquina		only	w ɨ s t i + s	wɨsti-s	6 7 3 1 7 9 3	AXMBZ_A	WISTI_S	5	5.W.C 5.I.V 5.S.c 5.T.C 5.I.V 5._._ 5.S.C	2.0 1.5 1.1 1.75 0.8 0.0 2.0	wɨsti+s	1	8173 8175	- w ɨ s t - - - i + s - - - - - -	6080
2406	ShipiboConibo		only	β i tʃ o	-βičo	3 7 1 7	AXBZ	BITU	18	18.B.C 18.I.V 18.T.C 18.U.V	2.0 1.5 1.75 0.8	βitʃo	0	8173	- β i - tʃ - - - o	6090
2407	ShipiboConibo		only	r ɨ s	-rɨs	5 7 3	AXN	RIS	18	18.R.C 18.I.V 18.S.c	2.0 1.5 0.8	rɨs	0	8174	- - r ɨ - s -	6089
2408	ShipiboConibo		only	β i ʂ	-βiṣ̌	3 7 3	AXN	BIS	18	18.B.C 18.I.V 18.S.c	2.0 1.5 0.8	βiʂ	0	8173	- β i - - - - ʂ -	6101
2992	Yaminahua		only	a + r ɨ s	a-rɨs	7 9 5 7 3	X_AXN	A_RIS	21	21.A.V 21._._ 21.R.C 21.I.V 21.S.c	1.5 0.0 2.0 1.5 0.8	a+rɨs	0	8177 8174	a - + - - r ɨ - s -	6089
2993	Yaminahua		only	β i s t i	βisti	3 7 3 1 7	AXMBZ	BISTI	21	21.B.C 21.I.V 21.S.c 21.T.C 21.I.V	2.0 1.5 1.1 1.75 0.8	βisti	1	8173	- β i s t - - - i	6080
