ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	AUTOCOGID
1528	Catuquina	leg	hiṣ̌aš	hiṣ̌aš	h i tʃ a ʂ	None	4059	2216
2037	ShipiboConibo	leg	witaṣ̌	witaṣ̌	w i t a ʂ	None	4059	2216
2038	ShipiboConibo	leg	kiši	kiši	k i ʃ i	None	5303	2217
2039	ShipiboConibo	leg	wi-	wi-	w i	None	4061	2216
2651	Yaminahua	leg	kiši čičia	kiši čičia	k i ʃ i tʃ i tʃ i a	None	5305	2217
3297	Amahuaca	leg	vítaxún, quíshtuu	vítaxún	β í/i t a ʂ ɨ n	None	4059	2216
3298	Amahuaca	leg	vítaxún, quíshtuu	quíshtuu	k í/i ʃ t ɨ ɨ	None	5303	2217
3943	Capanahua	leg	quishi, huistó, huihtax	quishi	k i ʃ i	None	5303	2217
3944	Capanahua	leg	quishi, huistó, huihtax	huistó	w i s t o	None	4059	2216
3945	Capanahua	leg	quishi, huistó, huihtax	huihtax	w i ʔ t a ʂ	None	4059	2216
4604	Moseten	leg	xœɲœk	xœɲœk	x ɨ ɲ ɨ k	None	64	2222
4605	Movima	leg	ɬari-kʷa	ɬari-kʷa	ɬ a r i kʷ a	None	4064	2223
5311	Matses	leg	nite	nite	n i t e	None	0	2221
5788	Sharanahua	leg	quishi	quishi	k i ʃ i	None	5303	2217
5789	Sharanahua	leg	tasho	tasho	t a ʃ u	None	4060	2216
6366	Kakataibo	leg	taë	taë	t a ɨ	None	5309	2216
6367	Kakataibo	leg	kisi	kisi	k i s i	None	5303	2217
7474	Chipaya	leg	lis	lis	l i s	None	4062	2219
8057	Cavinena	leg	-tsaka	-tsaka	ts a k a	None	62	2218
8638	Tacana	leg	e-tidada	e-tidada	t i d a d a	None	5356	2216
9359	Tsimane	leg	tsác, jänäc	tsác	ts ã k	None	62	2218
9360	Tsimane	leg	tsác, jänäc	jänäc	h ə n ə k	None	4063	2222
9588	Chacobo	leg	huico	huico	w i k o	None	4061	2216
10024	Araona	leg	eta, ebai	eta	t a	None	5309	2216
10025	Araona	leg	eta, ebai	ebai	b a i	None	942	2224
199	EseEjja	lick	sioka-	sioka-	s i o k a	None	0	2227
704	HuarayoEseEjja	lick	sio-kwe	sio-kwe	s i o	None	4070	2227
1110	Cashibo	lick	na'taṣ̌-ti	na'taṣ̌-ti	n a t a ʂ t i	None	0	2226
1552	Catuquina	lick	siro-	siro-	s i r o	None	4070	2227
2076	ShipiboConibo	lick	ta-ṣ̌o-ti	ta-ṣ̌o-ti	t a ʂ o t i	None	4069	2226
2680	Yaminahua	lick	taṣ̌o-kĩ	taṣ̌o-kĩ	t a ʂ o k ĩ	None	0	2226
3083	Amahuaca	lick	táxoquín	táxoquín	t á/a ʂ o	None	4069	2226
4020	Capanahua	lick	taxoquin, siroquin	taxoquin	t a ʂ o	None	4069	2226
4021	Capanahua	lick	taxoquin, siroquin	siroquin	s i r o	None	4070	2227
4606	Moseten	lick	enam'he	enam'he	e n a m h e	None	4073	2229
4607	Movima	lick	ɗoi-na	ɗoi-na	ɗ o i n a	None	0	2230
5312	Matses	lick	taʂ	taʂ	t a ʂ	None	4069	2226
5790	Sharanahua	lick	firafiraqui	firafiraqui	β i r a β i r a k i	None	783	2231
5791	Sharanahua	lick	tashoi	tashoi	t a ʃ u.i	None	4069	2226
6368	Kakataibo	lick	biaxkati	biaxkati	β̞ i a ʂ k a t i	None	4072	2226
6369	Kakataibo	lick	nataxti	nataxti	n a t a ʂ t i	None	0	2226
6806	Isconahua	lick	taho	taho	t a h o	None	4069	2226
7409	Chipaya	lick	is-z	is-z	i s	None	793	2228
8844	Tacana	lick	tseu	tseu	ts e u	None	4070	2227
9626	Chacobo	lick	jatax-haina	jatax-haina	h a t a ʂ	None	4071	2226
10215	Araona	lick	tseo	tseo	ts e o	None	4070	2227
509	EseEjja	lie (mislead)	siaxe	siaxe	s i a x e	None	4082	2238
935	HuarayoEseEjja	lie (mislead)	ʔeʔe ne poso-a-kwe	ʔeʔe ne poso-a-kwe	ʔ e ʔ e n e p o s o a	None	987	2239
1361	Cashibo	lie (mislead)	kɨmɨ-ti	kɨmɨ-ti	k ɨ m ɨ t i	None	0	2233
1818	Catuquina	lie (mislead)	yoa βana yoã-	yoa βana yoã-	j o a β a n a j o ã	None	4080	2234
2451	ShipiboConibo	lie (mislead)	hãsoti	hãsoti	h ã s o t i	None	0	2244
2986	Yaminahua	lie (mislead)	čanĩ-kĩ	čanĩ-kĩ	tʃ a n ĩ k ĩ	None	0	2243
3106	Amahuaca	lie (mislead)	hóntzahí	hóntzahí	ʔ ó/o n ts a	None	4078	2232
4610	Moseten	lie (mislead)	we'ñei	we'ñei	w e ɲ e i	None	4081	2241
4611	Moseten	lie (mislead)	weɲ'yei	weɲ'yei	w e ɲ j e i	None	4081	2241
4612	Movima	lie (mislead)	tiha-si	tiha-si	t i h a s i	None	3117	2242
5313	Matses	lie (mislead)	mua	mua	m u a	None	4084	2240
5792	Sharanahua	lie (mislead)	chani	chani	tʃ a n i	None	4079	2243
6370	Kakataibo	lie (mislead)	këmëti	këmëti	k ɨ m ɨ t i	None	0	2233
6807	Isconahua	lie (mislead)	kesai	kesai	k ɨ s a i	None	3140	2233
7542	Chipaya	lie (mislead)	q’utz-z	q’utz-z	qˀ u t z	None	3118	2237
8377	Cavinena	lie (mislead)	pusha a-	pusha a-	p u ʃ a a	None	0	2235
8512	Tacana	lie (mislead)	bid’umimi pu	bid’umimi pu	b i ɽ u m i m i p u	None	4085	2245
9406	Tsimane	lie (mislead)	väñäij	väñäij	ʋ ə ɲ ə i h	None	4081	2241
9492	Chacobo	lie (mislead)	bëpahaina	bëpahaina	β ɨ p a	None	3141	2236
379	EseEjja	lie down	haa-	haa-	h a a	None	1438	2249
840	HuarayoEseEjja	lie down	haa-kwe	haa-kwe	h a a	None	1438	2249
1269	Cashibo	lie down	ra'ka-ti	ra'ka-ti	r a k a t i	None	4088	2246
1716	Catuquina	lie down	raka-ʔina-	raka-ʔina-	r a k a ʔ i n a	None	4089	2246
2292	ShipiboConibo	lie down	rakã-ti	rakã-ti	r a k ã t i	None	4088	2246
2293	ShipiboConibo	lie down	raka-ti	raka-ti	r a k a t i	None	4088	2246
2865	Yaminahua	lie down	raka-kĩ	raka-kĩ	r a k a k ĩ	None	4088	2246
2866	Yaminahua	lie down	rata-kĩ	rata-kĩ	r a t a k ĩ	None	0	2246
3069	Amahuaca	lie down	rácaahí	rácaahí	r á/a k a	None	4088	2246
3949	Capanahua	lie down	racati, hoxahi	racati	r a k a t i	None	4088	2246
3950	Capanahua	lie down	racati, hoxahi	hoxahi	ʔ o ʂ a ʔ i	None	43	2247
4608	Moseten	lie down	čuden'yi	čuden'yi	tʃ u d e n j i	None	0	2251
4609	Movima	lie down	ɗe-čeɬ	ɗe-čeɬ	ɗ e tʃ e ɬ	None	0	2252
5553	Matses	lie down	uebud	uebud	w e b u d	None	4091	2250
5793	Sharanahua	lie down	racai	racai	r a k a i	None	4088	2246
6371	Kakataibo	lie down	narakati	narakati	n a ɾ a k a t i	None	1880	2246
6372	Kakataibo	lie down	rakáti	rakáti	ɾ a k a t i	None	4088	2246
7320	Chipaya	lie down	aphz-qa-z	aphz-qa-z	a pʰ z q a	None	4090	2248
8803	Tacana	lie down	sa-na	sa-na	s a n a	None	0	2253
9030	Tsimane	lie down	chújduj	chújduj	tʃ ɨ̃ h d ɨ h	None	4093	2254
9777	Chacobo	lie down	racahaina	racahaina	r a k a	None	4088	2246
10080	Araona	lie down	jasisa	jasisa	h a s i s a	None	1881	2247
320	EseEjja	lift	sowa-ki-	sowa-ki-	s o w a k i	None	3645	2258
321	EseEjja	lift	ehayakiki	ehayakiki	h a j a k i k i	None	4104	2265
798	HuarayoEseEjja	lift	xekia-sowa-kwe	xekia-sowa-kwe	x e k ia s o w a	None	1123	2258
1226	Cashibo	lift	βa'aka-ti	βa'aka-ti	β a.a k a t i	None	4098	2258
1663	Catuquina	lift	wakɨ-ʔinĩ-	wakɨ-ʔinĩ-	w a k ɨ ʔ i n ĩ	None	4099	2258
2219	ShipiboConibo	lift	wakɨti	wakɨti	w a k ɨ t i	None	0	2258
2812	Yaminahua	lift	c̷omanĩ βoa-kĩ	c̷omanĩ βoa-kĩ	ts o m a n ĩ β o a k ĩ	None	4103	2257
2813	Yaminahua	lift	βini-kĩ	βini-kĩ	β i n i k ĩ	None	0	2257
3098	Amahuaca	lift	zánanquín	zánanquín	s á/a n a n	None	4928	2255
3687	Capanahua	lift	hueniquin, huaquequin	hueniquin	w ɨ n i	None	1554	2257
3688	Capanahua	lift	hueniquin, huaquequin	huaquequin	w a k ɨ	None	4098	2258
4783	Moseten	lift	'čeʔ'heʔ	'čeʔ'heʔ	tʃ e.ʔ h e.ʔ	None	134	2261
4784	Movima	lift	pota-mo	pota-mo	p o t a m o	None	1540	2262
5314	Matses	lift	cado	cado	k a d o	None	1538	2258
5315	Matses	lift	indo	indo	i n d o	None	1537	2260
5794	Sharanahua	lift	cuyai	cuyai	k ɨ j a i	None	4165	2263
5795	Sharanahua	lift	finifoani	finifoani	β i n i β u a n i	None	4097	2257
7008	Kakataibo	lift	bakáruti, bakáti	bakáti	β̞ a k a t i	None	0	2258
7316	Chipaya	lift	ap-ti-z, wayti-z	ap-ti-z	a p t i	None	4100	2260
7317	Chipaya	lift	ap-ti-z, wayti-z	wayti-z	w a j t i	None	1552	2260
8461	Cavinena	lift	wesa	wesa	w e s a	None	1553	2259
8756	Tacana	lift	neti-a	neti-a	n e t i a	None	252	2264
9148	Tsimane	lift	ji’che’aqui	ji’che’aqui	h i.ʔ tʃ e.ʔ	None	4102	2261
9498	Chacobo	lift	bësohaina	bësohaina	β ɨ s o	None	721	2259
9993	Araona	lift	dotsoa	dotsoa	d o ts o a	None	4096	2256
38	EseEjja	light (ignite)	hihi-	hihi-	h i h i	None	4602	2271
39	EseEjja	light (ignite)	košo-	košo-	k o ʃ o	None	2517	2279
40	EseEjja	light (ignite)	ɗeʔɗo-	ɗeʔɗo-	ɗ e ʔ ɗ o	None	1953	2280
591	HuarayoEseEjja	light (ignite)	kwa'ki-kwakwa-kwe	kwa'ki-kwakwa-kwe	kʷ a k i kʷ a kʷ a	None	1928	2272
991	Cashibo	light (ignite)	ɨ'rɨn-ti	ɨ'rɨn-ti	ɨ r ɨ n t i	None	1984	2268
1429	Catuquina	light (ignite)	kawa-	kawa-	k a w a	None	2114	2269
2544	Yaminahua	light (ignite)	kɨtɨ βakĩ	kɨtɨ βakĩ	k ɨ t ɨ β a k ĩ	None	1955	2277
3152	Amahuaca	light (ignite)	jurúúquin	jurúúquin	h ɨ r ɨ ɨ k i n	None	4604	2266
4617	Moseten	light (ignite)	pas'se	pas'se	p a ss e	None	4112	2274
4618	Movima	light (ignite)	ɓa-ta-les	ɓa-ta-les	ɓ a t a l e s	None	4113	2275
5316	Matses	light (ignite)	tabo	tabo	t a b o	None	4110	2273
5796	Sharanahua	light (ignite)	otai	otai	u t ai	None	2106	2267
5797	Sharanahua	light (ignite)	achimai	achimai	a tʃ i m ai	None	1908	2278
6373	Kakataibo	light (ignite)	ërënti	ërënti	ɨ ɾ ɨ n t i	None	1984	2268
6374	Kakataibo	light (ignite)	rëkáruti	rëkáruti	ɾ ɨ k a ɾ ɯ t i	None	1485	2268
7523	Chipaya	light (ignite)	peq-z	peq-z	p e q	None	4111	2270
8432	Cavinena	light (ignite)	uda	uda	u d a	None	1358	2267
8543	Tacana	light (ignite)	cuati-turu, huitsu	cuati-turu	kʷ a t i t u ɾ u	None	1924	2276
8544	Tacana	light (ignite)	cuati-turu, huitsu	huitsu	w i ts u	None	4109	2267
9244	Tsimane	light (ignite)	pachjeyaqui, pachtaqui	pachjeyaqui	p a tʃ	None	4112	2274
9574	Chacobo	light (ignite)	huahuahaina, chihi mapohaina	huahuahaina	w a w a	None	2114	2269
9575	Chacobo	light (ignite)	huahuahaina, chihi mapohaina	chihi mapohaina	tʃ i ʔ i m a p o	None	1908	2278
10049	Araona	light (ignite)	hueta	hueta	w e t a	None	4109	2267
21	EseEjja	light (radiation)	heahaʔa-	heahaʔa-	h e a h a ʔ a	None	4121	2286
579	HuarayoEseEjja	light (radiation)	e-dedo-xi	e-dedo-xi	d e d o	None	1349	2287
1415	Catuquina	light (radiation)	amo	amo	a m o	None	4117	2282
1884	ShipiboConibo	light (radiation)	tɨnati	tɨnati	t ɨ n a t i	None	0	2281
1885	ShipiboConibo	light (radiation)	tiriti	tiriti	t i r i t i	None	1188	2281
2530	Yaminahua	light (radiation)	ota	ota	o t a	None	5262	2284
3112	Amahuaca	light (radiation)	nutú	nutú	n ɨ t ɨ	None	1628	2281
4069	Capanahua	light (radiation)	xabá, nete	xabá	ʂ a β a	None	2190	2283
4070	Capanahua	light (radiation)	xabá, nete	nete	n ɨ t ɨ	None	1628	2281
4615	Moseten	light (radiation)	õrõ'taʔ	õrõ'taʔ	õ r õ t a.ʔ	None	3986	2288
4616	Movima	light (radiation)	hel-ra	hel-ra	h e l r a	None	4122	2289
5798	Sharanahua	light (radiation)	shafa ocoaino	shafa ocoaino	ʃ a β a u k u a i n u	None	4119	2283
7329	Chipaya	light (radiation)	as, asa	as	a s	None	4120	2285
7330	Chipaya	light (radiation)	as, asa	asa	a s a	None	4120	2291
8433	Cavinena	light (radiation)	uda	uda	u d a	None	1358	2284
8682	Tacana	light (radiation)	hueda	hueda	w e d a	None	1358	2284
9192	Tsimane	light (radiation)	máijyis	máijyis	m ã i h j i s	None	0	2290
9580	Chacobo	light (radiation)	huëa	huëa	w ɨ a	None	2187	2284
9892	Araona	light (radiation)	amae	amae	a m a e	None	4117	2282
477	EseEjja	light (weight)	-peha	-peha	p e h a	None	4128	2296
917	HuarayoEseEjja	light (weight)	bikie-ʔama	bikie-ʔama	b i k i e ʔ a m a	None	3768	2296
1338	Cashibo	light (weight)	ṣ̌a'nũ	ṣ̌a'nũ	ʂ a n ũ	None	2973	2292
1800	Catuquina	light (weight)	šata-	šata-	ʂ a t a	None	4126	2292
2418	ShipiboConibo	light (weight)	ṣ̌apo	ṣ̌apo	ʂ a p o	None	1940	2292
2962	Yaminahua	light (weight)	ṣ̌ãka	ṣ̌ãka	ʂ ã k a	None	4126	2292
3210	Amahuaca	light (weight)	vachó, xatá	vachó	β a tʃ ó/o	None	2972	2292
3211	Amahuaca	light (weight)	vachó, xatá	xatá	ʂ a t á/a	None	4126	2292
3653	Capanahua	light (weight)	hihuema	hihuema	ʔ i w ɨ m a	None	3770	2293
4613	Moseten	light (weight)	'hifris	'hifris	h i f r i s	None	0	2299
4614	Movima	light (weight)	sa-ɗoi-ni	sa-ɗoi-ni	s a ɗ o i n i	None	2975	2292
5563	Matses	light (weight)	ʂacad	ʂacad	ʂ a k a d	None	0	2292
6110	Sharanahua	light (weight)	chopu	chopu	tʃ u p ɨ	None	2986	2300
6375	Kakataibo	light (weight)	bëxbá	bëxbá	β̞ ɨ ʂ β̞ a	None	2985	2298
6376	Kakataibo	light (weight)	xatu	xatu	ʂ a t ɯ	None	4126	2292
6808	Isconahua	light (weight)	hankanhako	hankanhako	h a n k a n h a k o	None	4131	2297
7438	Chipaya	light (weight)	khezhi, wazha	khezhi	kʰ e ʐ i	None	2970	2295
7439	Chipaya	light (weight)	khezhi, wazha	wazha	w a ʐ a	None	2971	2294
8227	Cavinena	light (weight)	jata	jata	h a t a	None	4126	2292
8771	Tacana	light (weight)	pejuda	pejuda	p e h u d a	None	0	2296
9166	Tsimane	light (weight)	jífrij	jífrij	h ī f r i h	None	4127	2299
9583	Chacobo	light (weight)	huëjë	huëjë	w ɨ h ɨ	None	2969	2294
10212	Araona	light (weight)	tsala	tsala	ts a l a	None	4521	2292
17	EseEjja	lightning	poxexi	poxexi	p o x e x i	None	4138	2304
576	HuarayoEseEjja	lightning	poxexe	poxexe	p o x e x e	None	4138	2304
973	Cashibo	lightning	ka'na	ka'na	k a n a	None	4132	2301
1412	Catuquina	lightning	kana	kana	k a n a	None	4132	2301
1879	ShipiboConibo	lightning	kana	kana	k a n a	None	4132	2301
2527	Yaminahua	lightning	kana pɨiša iki	kana pɨiša iki	k a n a p ɨ i ʃ a i k i	None	4135	2301
3432	Amahuaca	lightning	cánaa	cánaa	k á/a n a	None	4132	2301
3596	Capanahua	lightning	caná	caná	k a n a	None	4132	2301
4619	Moseten	lightning	'perere	'perere	p e r e r e	None	4138	2301
4620	Movima	lightning	yam-pa	yam-pa	j a m p a	None	4143	2306
5317	Matses	lightning	bed-bedquequid	bed-bedquequid	b e d b e d k e k i d	None	4142	2305
6044	Sharanahua	lightning	cana	cana	k a n a	None	4132	2301
6809	Isconahua	lightning	kaná	kaná	k a n a	None	4132	2301
7478	Chipaya	lightning	lliju-lliju-ñi, q’iju-q’iju-ñi	lliju-lliju-ñi	ʎ i x u ʎ i x u ɲ i	None	4137	2303
7479	Chipaya	lightning	lliju-lliju-ñi, q’iju-q’iju-ñi	q’iju-q’iju-ñi	qˀ i x u qˀ i x u ɲ i	None	3757	2303
8400	Cavinena	lightning	tajita	tajita	t a h i t a	None	4136	2302
9525	Chacobo	lightning	canapa	canapa	k a n a p a	None	4134	2301
10271	Kaxarari	lightning	ˈkalaka	ˈkalaka	k a l a k a	None	4139	2301
154	EseEjja	lip	e-kʷasa	e-kʷasa	kʷ a s a	None	4441	2307
671	HuarayoEseEjja	lip	e-kwasa	e-kwasa	kʷ a s a	None	4441	2307
1078	Cashibo	lip	kʷɨ'βi	kʷɨ'βi	kʷ ɨ β i	None	4345	2308
1514	Catuquina	lip	kɨša	kɨša	k ɨ ʂ a	None	4351	2307
2018	ShipiboConibo	lip	kɨṣ̌a	kɨṣ̌a	k ɨ ʂ a	None	4351	2307
2019	ShipiboConibo	lip	kɨβi	kɨβi	k ɨ β i	None	4345	2308
2637	Yaminahua	lip	kɨ̃ṣ̌a	kɨ̃ṣ̌a	k ɨ̃ ʂ a	None	4351	2307
3093	Amahuaca	lip	cúxaa	cúxaa	k ɨ ʂ a	None	4351	2307
3935	Capanahua	lip	quexá	quexá	k ɨ ʂ a	None	4351	2307
4621	Moseten	lip	čõ	čõ	tʃ õ	None	3778	2311
4622	Movima	lip	ɗosɬa-kʷa	ɗosɬa-kʷa	ɗ o s ɬ a kʷ a	None	4584	2307
5318	Matses	lip	ëcbid	ëcbid	ɨ k b i d	None	4145	2310
5799	Sharanahua	lip	cusha	cusha	k ɨ ʃ a	None	4339	2307
6377	Kakataibo	lip	kwëpa	kwëpa	kʷ ɨ p a	None	4349	2307
6810	Isconahua	lip	kebichi	kebichi	k ɨ β i tʃ i	None	4346	2308
7331	Chipaya	lip	ata-pulu	ata-pulu	a t a p u l u	None	3853	2309
8168	Cavinena	lip	ekwatsabiti	ekwatsabiti	kʷ a ts a b i t i	None	4444	2307
8628	Tacana	lip	e-queque	e-queque	k e k e	None	4344	2307
9764	Chacobo	lip	quëbichi	quëbichi	k ɨ β i tʃ i	None	4346	2308
9973	Araona	lip	cuecue	cuecue	kʷ e kʷ e	None	4344	2307
10272	Kaxarari	lip	kɨʂaˈka	kɨʂaˈka	k ɨ ʂ a k a	None	4353	2307
187	EseEjja	liver	e-kakʷa	e-kakʷa	k a kʷ a	None	270	2312
188	EseEjja	liver	e-takʷa	e-takʷa	t a kʷ a	None	268	2312
694	HuarayoEseEjja	liver	e-kakwa	e-kakwa	k a kʷ a	None	268	2312
1101	Cashibo	liver	takʷa	takʷa	t a kʷ a	None	268	2312
1541	Catuquina	liver	taka	taka	t a k a	None	268	2312
2057	ShipiboConibo	liver	taka	taka	t a k a	None	268	2312
2665	Yaminahua	liver	taka	taka	t a k a	None	268	2312
3254	Amahuaca	liver	tacá	tacá	t a k á/a	None	268	2312
3999	Capanahua	liver	taca	taca	t a k a	None	268	2312
4625	Moseten	liver	na'kač	na'kač	n a k a tʃ	None	0	2312
4626	Movima	liver	sonɗo	sonɗo	s o n ɗ o	None	4149	2315
5319	Matses	liver	isese	isese	i s e s e	None	254	2314
5320	Matses	liver	tacua	tacua	t a kʷ a	None	268	2312
5800	Sharanahua	liver	taca	taca	t a k a	None	268	2312
6378	Kakataibo	liver	takua	takua	t a kʷ a	None	268	2312
6811	Isconahua	liver	taka	taka	t a k a	None	268	2312
7524	Chipaya	liver	phajs	phajs	pʰ a x s	None	4148	2313
8050	Cavinena	liver	-takwa	-takwa	t a kʷ a	None	268	2312
9216	Tsimane	liver	nacaty	nacaty	n a k a tʲ	None	0	2312
9808	Chacobo	liver	taca	taca	t a k a	None	268	2312
10181	Araona	liver	tácua	tácua	t á/a kʷ a	None	268	2312
10273	Kaxarari	liver	taˈka	taˈka	t a k a	None	268	2312
120	EseEjja	lizard	šanei	šanei	ʃ a n e i	None	4158	2321
121	EseEjja	lizard	šaexame	šaexame	ʃ a e x a m e	None	3701	2324
649	HuarayoEseEjja	lizard	šaba nakwa	šaba nakwa	ʃ a b a n a kʷ a	None	4156	2317
1051	Cashibo	lizard	ṣ̌ɨ'kɨ	ṣ̌ɨ'kɨ	ʂ ɨ k ɨ	None	4157	2319
1488	Catuquina	lizard	šaβo	šaβo	ʂ a β o	None	4155	2318
1977	ShipiboConibo	lizard	ṣ̌ãβo	ṣ̌ãβo	ʂ ã β o	None	4155	2318
1978	ShipiboConibo	lizard	kapɨ	kapɨ	k a p ɨ	None	3706	2320
2608	Yaminahua	lizard	ṣ̌ɨkɨ	ṣ̌ɨkɨ	ʂ ɨ k ɨ	None	4157	2319
3113	Amahuaca	lizard	tuó, xavó	tuó	t ɨ ó/o	None	4152	2316
3114	Amahuaca	lizard	tuó, xavó	xavó	ʂ a β ó/o	None	4155	2318
4071	Capanahua	lizard	xabo	xabo	ʂ a β o	None	4155	2318
4627	Moseten	lizard	kušifu're	kušifu're	k u ʃ i f u r e	None	3719	2323
4628	Movima	lizard	sikoʔya	sikoʔya	s i k o ʔ j a	None	3699	2319
5321	Matses	lizard	tampas	tampas	t a m p a s	None	4160	2322
5322	Matses	lizard	ʂëquëd	ʂëquëd	ʂ ɨ k ɨ d	None	4157	2319
5801	Sharanahua	lizard	cacuru	cacuru	k a k ɨ r ɨ	None	3709	2320
5802	Sharanahua	lizard	capu	capu	k a p ɨ	None	3706	2320
6379	Kakataibo	lizard	apasgiru	apasgiru	a p a s g i ɾ ɯ	None	4159	2320
6380	Kakataibo	lizard	ñunkë	ñunkë	ɲ ɯ n k ɨ	None	3705	2319
6812	Isconahua	lizard	hanbo	hanbo	h a n β o	None	4155	2318
7531	Chipaya	lizard	phizqa	phizqa	pʰ i z q a	None	3702	2320
8497	Tacana	lizard	banacua	banacua	b a n a kʷ a	None	4153	2317
9929	Araona	lizard	banacua	banacua	b a n a kʷ a	None	4153	2317
407	EseEjja	long	-ʔao	-ʔao	ʔ a o	None	2042	2330
860	HuarayoEseEjja	long	kia-ʔao	kia-ʔao	k i a ʔ a o	None	2042	2330
1287	Cashibo	long	čaṣ̌'kɨ	čaṣ̌'kɨ	tʃ a ʂ k ɨ	None	2066	2325
1738	Catuquina	long	kɨya-pa	kɨya-pa	k ɨ j a p a	None	4167	2328
2323	ShipiboConibo	long	mɨ̃kɨ	mɨ̃kɨ	m ɨ̃ k ɨ	None	4173	2333
2324	ShipiboConibo	long	tapo	tapo	t a p o	None	4172	2325
2887	Yaminahua	long	čainipa	čainipa	tʃ a i n i p a	None	2065	2325
3234	Amahuaca	long	chaítan	chaítan	tʃ a í/i t a n	None	2067	2325
3812	Capanahua	long	nenqué, chai	nenqué	n ɨ n k ɨ	None	4164	2327
3813	Capanahua	long	nenqué, chai	chai	tʃ a i	None	2064	2325
4629	Moseten	long	mot'ča-tk	mot'ča-tk	m o t tʃ a t k	None	4171	2331
4630	Moseten	long	mot'ča-s	mot'ča-s	m o t tʃ a s	None	0	2331
4631	Movima	long	ku-ra	ku-ra	k u r a	None	2063	2332
5323	Matses	long	ënapen	ënapen	ɨ n a p e n	None	4169	2325
5803	Sharanahua	long	chai	chai	tʃ a i	None	2064	2325
5804	Sharanahua	long	chainipa	chainipa	tʃ a i n i p a	None	2065	2325
6381	Kakataibo	long	nënkët	nënkët	n ɨ n k ɨ t	None	4164	2327
6382	Kakataibo	long	chaxkë	chaxkë	tʃ a ʂ k ɨ	None	2066	2325
6813	Isconahua	long	chainewa	chainewa	tʃ a i n ɨ w a	None	2068	2325
8263	Cavinena	long	junu-	junu-	h u n u	None	4168	2329
8501	Tacana	long	bauda	bauda	b a u d a	None	3815	2326
9205	Tsimane	long	moćha’	moćha’	m o tʃʰ a.ʔ	None	4170	2331
9821	Chacobo	long	tëtëca	tëtëca	t ɨ t ɨ k a	None	3817	2325
9872	Araona	long	abao	abao	a b a o	None	4162	2326
458	EseEjja	look	ɓa-	ɓa-	ɓ a	None	5208	2337
897	HuarayoEseEjja	look	ba-kwe	ba-kwe	b a	None	5208	2337
1783	Catuquina	look	oĩ	oĩ	o ĩ	None	5207	2336
2391	ShipiboConibo	look	oĩ-ti	oĩ-ti	o ĩ t i	None	5207	2336
2944	Yaminahua	look	õi-kĩ	õi-kĩ	õ i k ĩ	None	5207	2336
3468	Amahuaca	look	hiinhí	hiinhí	ʔ i i.n	None	5207	2334
3728	Capanahua	look	jisquin	jisquin	h i s	None	5214	2334
4632	Moseten	look	ka'be-te	ka'be-te	k a b e t e	None	2386	2337
4633	Movima	look	βel-na	βel-na	β e l n a	None	0	2341
6045	Sharanahua	look	raisi	raisi	r a i s i	None	4229	2342
6383	Kakataibo	look	ñachati	ñachati	ɲ a tʃ a t i	None	0	2340
7104	Matses	look	is	is	i s	None	5214	2334
7690	Chipaya	look	wak-z	wak-z	w a k	None	4228	2339
7823	Isconahua	look	oin	oin	o i.n	None	5207	2336
8366	Cavinena	look	peta	peta	p e t a	None	2387	2337
8531	Tacana	look	chama	chama	tʃ a m a	None	2388	2338
9073	Tsimane	look	doijroij	doijroij	d o i h r o i h	None	4230	2343
9832	Chacobo	look	tsayahaina	tsayahaina	ts a j a	None	4227	2338
9969	Araona	look	cuasi	cuasi	kʷ a s i	None	4204	2335
365	EseEjja	look for	saʔaxa-	saʔaxa-	s a ʔ a x a	None	4234	2349
829	HuarayoEseEjja	look for	šexa-kwe	šexa-kwe	ʃ e x a	None	4234	2349
1260	Cashibo	look for	βari-ti	βari-ti	β a r i t i	None	3912	2344
2271	ShipiboConibo	look for	βɨ-nati	βɨ-nati	β ɨ n a t i	None	4175	2344
2852	Yaminahua	look for	βɨ-na-kĩ	βɨ-na-kĩ	β ɨ n a k ĩ	None	4175	2344
3382	Amahuaca	look for	vúnaquín	vúnaquín	β ɨ n a	None	4175	2344
3555	Capanahua	look for	benaquin	benaquin	β ɨ n a	None	4175	2344
4836	Moseten	look for	'kefwa'baʔ	'kefwa'baʔ	k e f w a b a.ʔ	None	2385	2352
4837	Movima	look for	sal-na	sal-na	s a l n a	None	0	2353
5324	Matses	look for	nibën	nibën	n i b ɨ n	None	4235	2351
5805	Sharanahua	look for	funai	funai	β ɨ n a i	None	4175	2344
6384	Kakataibo	look for	manti	manti	m a n t i	None	0	2350
6385	Kakataibo	look for	bariti	bariti	β̞ a ɾ i t i	None	3912	2344
6814	Isconahua	look for	bena	bena	β ɨ n a	None	4175	2344
7567	Chipaya	look for	qhur-z, chhul-z	qhur-z	qʰ u r	None	1814	2348
7568	Chipaya	look for	qhur-z, chhul-z	chhul-z	tʃʰ u l	None	1802	2356
8384	Cavinena	look for	sare	sare	s a r e	None	1815	2346
8530	Tacana	look for	chacu	chacu	tʃ a k u	None	4233	2354
9283	Tsimane	look for	quevaqui	quevaqui	k e ʋ	None	2384	2355
9676	Chacobo	look for	mërahaina	mërahaina	m ɨ r a	None	1805	2347
